channel1,,,,,,,,channel 2,,,,,,,,channel 3,,,,,,,,channel 4,,,,,,,,channel 5,,,,,,,,channel 6,,,,,,,,channel 7,,,,,,,,channel 8,,,,,,,,,,,,,,
mx_peak,mean,peak_ratio,median,integral,mean moobility,mean_complexity,activity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,Gesture,1,2,3,4,5,6
0.460809414,0.124045651,0.243017201,1.32788297,1.279596347,0.934484167,1.046025131,0.008901919,0.757139014,0.212552115,1,2.340027091,2.19258554,0.97488076,0.990727845,0.022985082,0.220386039,0.048108468,0.080888471,0.46997322,0.496235228,1.060698835,0.945230787,0.000958196,0.224136687,0.039810296,0.029800878,0.308877272,0.410649539,0.876649539,1.031959808,0.00137211,0.37276843,0.093089524,0.121916403,0.916547964,0.960247621,0.986667642,1.000782704,0.00509497,0.250872631,0.064703903,0.039907208,0.553486155,0.667336425,1.173036004,0.959656628,0.002002718,0.24649827,0.062653284,0.141430737,0.571287792,0.646270396,1.095484476,0.962311533,0.001898474,0.492597766,0.130587242,0.118588306,1.511917536,1.347078904,0.898098577,1.063305564,0.010338802,3,0,0,1,0,0,0
0.402528414,0.056943491,0.15892509,0.231505545,0.341597625,0.851361252,0.848009391,0.004473123,0.617581588,0.141426165,0.423539724,0.808179724,0.848409142,1.033433567,1.115667111,0.01243884,0.696097406,0.142794001,0.584906211,0.704873486,0.856612016,0.963223223,1.108453504,0.013541542,0.84163495,0.248161974,1,1.614859728,1.488728375,1.0493636,1.063653284,0.03281376,0.814993766,0.368140334,0.526321713,2.633608723,2.208493489,1.096233889,1.093583684,0.046707687,0.755828916,0.222706039,0.821094818,1.22334539,1.335951812,1.087112008,0.965270459,0.020996646,0.546246933,0.096559813,0.408836536,0.491023524,0.579242844,0.880738962,0.981597053,0.00712584,0.273482488,0.056837784,0.198292581,0.29260388,0.340964699,1.0385335,0.823765514,0.002366786,4,0,0,0,1,0,0
0.281766696,0.096418193,0.305301027,0.823620235,0.73832502,1.056953308,1.026340663,0.004999298,0.610136047,0.063838796,0.041311669,0.29751001,0.488821066,0.871355872,0.924433894,0.00940884,0.696656515,0.16033246,0.584312816,1.254041371,1.227732667,0.792223993,1.121686397,0.018133133,0.643085559,0.179765688,0.440601008,1.466576212,1.376539544,0.970985231,1.049883368,0.015874503,0.848344039,0.279965119,1,2.372364553,2.14384474,0.919497778,1.050154262,0.041507866,0.461669166,0.151527135,0.288927764,1.106460969,1.160193498,1.29408851,1.042727616,0.006278585,0.298932504,0.062769331,0.203981319,0.4342996,0.480612418,1.161878559,0.937573652,0.00185483,0.236577463,0.050139931,0.222649063,0.245127049,0.383931046,0.933016749,0.847200148,0.002579178,5,0,0,0,0,1,0
0.769662393,0.085522621,0.663599497,0.536851615,0.651284222,0.833537658,0.773400906,0.012119225,0.208261751,0.045720351,0.148717018,0.276919139,0.3481428,0.989226961,0.925572538,0.0012687,0.239804302,0.05664969,0.117283376,0.348023853,0.431378641,1.067978196,0.974265042,0.001804515,0.301188599,0.077481805,0.282834007,0.515077874,0.589978003,1.054887927,1.173284085,0.003594586,0.748911763,0.199963723,0.422063477,1.576358575,1.522797482,1.012132091,1.030585764,0.024440403,0.594952254,0.243468126,0.411756218,1.985720954,1.854007867,1.208689638,1.115906858,0.022768563,0.593061336,0.121819386,0.49569899,0.779016297,0.927666173,0.830724674,1.062802592,0.013717341,0.827396212,0.219915646,1,1.982031693,1.674744811,1.002822854,0.944182215,0.031661713,6,0,0,0,0,0,1
0.019418952,0.010359427,0.044280033,0.492007896,0.450223133,1.054647187,1.064847691,1.19E-05,0.045266382,0.018001719,0.051506033,0.751722488,0.782278063,1.002859588,0.982221544,4.88E-05,0.047937825,0.018327528,0.051531429,0.790600372,0.796548445,0.961892185,1.040731973,5.42E-05,0.031194578,0.01181365,0.053581144,0.528438072,0.51341878,1.098786949,1.01301777,1.71E-05,0.027135262,0.013085845,0.062516584,0.590146887,0.568721013,1.111816517,1.05514086,2.25E-05,0.235876379,0.078640833,1,3.341385639,3.417810354,0.864304744,0.998256367,0.002469592,0.061681743,0.023137354,0.090024815,1.017312485,1.005510797,0.876924061,0.839050948,0.000111627,0.023519176,0.010712094,0.058808948,0.48838616,0.465489416,1.02876877,1.006732847,1.47E-05,1,1,0,0,0,0,0
0.86699148,0.120294957,0.536418679,1.306006241,1.20988549,0.844932375,0.887786535,0.017181733,0.634180287,0.191667057,0.509343465,2.129514883,1.92772427,0.988497283,1.000100226,0.023113878,0.269331566,0.054882801,0.086196339,0.502196065,0.551968747,1.059729877,0.865654228,0.002025717,0.350523811,0.05309695,0.129009297,0.381307184,0.534007202,1.08893487,1.059090029,0.00382161,0.324988636,0.079004381,0.239660009,0.731344832,0.794574258,0.957571597,1.01697471,0.00486729,0.250548601,0.089384036,0.189764582,0.984205642,0.898908042,1.470153369,1.149586716,0.00211802,0.418118064,0.071562337,0.237995975,0.669112634,0.7197431,0.84019338,1.02111464,0.005866103,1,0.135536137,1,1.296312519,1.363188891,0.74998725,0.999692916,0.026337846,2,0,1,0,0,0,0
0.570719326,0.066077692,0.146127912,0.317033179,0.37775619,0.947190674,0.696848538,0.005459416,0.238778803,0.085770991,0.235742063,0.487475828,0.490337712,1.169257525,0.97178004,0.002754108,1,0.207187971,1,1.115767872,1.184488988,0.897627403,1.066146375,0.032240086,1,0.321650207,0.753170478,2.017873399,1.838889943,0.991970709,1.097774653,0.052520801,0.986313037,0.426350888,0.790068992,2.717204423,2.437454941,1.028642446,1.179097636,0.065530669,0.73037644,0.106755507,0.520070544,0.305076894,0.610255242,0.782326639,0.957635631,0.018469685,0.348770934,0.122634149,0.2970287,0.696019114,0.70106661,1.156648365,1.071916165,0.005166161,0.216999657,0.062930641,0.158901102,0.343549291,0.359750375,1.02633624,0.958800962,0.001864602,3,0,0,1,0,0,0
0.685133754,0.109660548,0.537911402,0.662905745,0.764647273,0.958923938,1.263424802,0.014818096,1,0.103067827,1,0.342673418,0.718580448,0.871917649,0.710179115,0.032521866,0.759862244,0.143256423,0.189718807,1.110803657,0.999200929,1.101853071,1.002088424,0.015157197,0.683279255,0.182470065,0.149278381,1.46313565,1.272798272,1.110214435,1.092586523,0.020344863,1,0.255214213,0.290685527,2.153007532,1.780194405,1.062151954,1.034873505,0.038946149,0.924075124,0.180247678,0.577979313,1.300323625,1.256918748,1.170843638,0.983602774,0.0188506,0.727643102,0.093422675,0.72074398,0.550066933,0.651498719,0.845984093,0.984734448,0.011728861,0.618886925,0.079754325,0.42618772,0.41708344,0.556161206,0.878111222,0.928510407,0.011293383,4,0,0,0,1,0,0
1,0.224344607,1,0.965381243,1.073937129,0.795177594,0.895239557,0.033878043,0.831303133,0.144959095,0.228679315,0.485557327,0.69364192,0.858251953,0.854858905,0.016036567,0.202867758,0.079800538,0.170415232,0.36144313,0.381996077,0.896842088,1.125642117,0.002053114,0.315163294,0.095758728,0.124627634,0.487233296,0.458416934,1.033298068,1.006622601,0.003445371,0.689365901,0.238830282,0.165463811,1.244274695,1.143536401,1.070036712,0.972881984,0.01863057,1,0.35906575,0.27163946,1.776248469,1.7190823,1.078170511,1.061839077,0.03528794,0.657535391,0.234263744,0.418685834,1.117540514,1.121645815,1.061710306,1.007363835,0.014577856,0.643817435,0.294051235,0.344555498,1.562321326,1.407743425,1.206512769,1.075551923,0.019767814,5,0,0,0,0,1,0
1,0.224344607,1,0.965381243,1.073937129,0.795177594,0.895239557,0.033878043,0.831303133,0.144959095,0.228679315,0.485557327,0.69364192,0.858251953,0.854858905,0.016036567,0.202867758,0.079800538,0.170415232,0.36144313,0.381996077,0.896842088,1.125642117,0.002053114,0.315163294,0.095758728,0.124627634,0.487233296,0.458416934,1.033298068,1.006622601,0.003445371,0.689365901,0.238830282,0.165463811,1.244274695,1.143536401,1.070036712,0.972881984,0.01863057,1,0.35906575,0.27163946,1.776248469,1.7190823,1.078170511,1.061839077,0.03528794,0.657535391,0.234263744,0.418685834,1.117540514,1.121645815,1.061710306,1.007363835,0.014577856,0.643817435,0.294051235,0.344555498,1.562321326,1.407743425,1.206512769,1.075551923,0.019767814,6,0,0,0,0,0,1
0.022984565,0.011886134,0.145944322,0.547515073,0.473119763,1.544821325,1.122764108,1.15E-05,0.113766286,0.038595385,0.541848684,1.58620595,1.535902062,1.032197569,0.999827487,0.000299229,0.13527707,0.045064474,1,1.841176932,1.793691147,0.839343845,1.13951838,0.000688153,0.105948919,0.022106105,0.214337104,0.813149224,0.87951694,0.698682688,0.983581535,0.000304367,0.211349592,0.022259365,0.126423087,0.676883061,0.885165355,0.653809597,0.797787953,0.001263248,0.158123678,0.028218781,0.164181319,1.132176918,1.122311349,0.756882846,0.93508012,0.000395267,0.042524044,0.016870895,0.094604501,0.696453703,0.671366945,0.978127039,0.962012784,6.37E-05,0.028800536,0.016051785,0.094359072,0.706439139,0.638926439,1.496135091,1.059427632,2.55E-05,1,1,0,0,0,0,0
0.330731198,0.123293226,0.119401043,0.510744221,0.544037831,1.06306588,0.964730511,0.005659413,0.395975043,0.182580349,0.196076548,0.803578922,0.805583603,1.12589597,1.002479468,0.009111487,0.795260949,0.282077537,0.606644229,1.196890801,1.244617021,0.968734286,1.027238536,0.032546489,1,0.31396207,1,1.379391859,1.385362772,0.843541956,1.040450159,0.05144996,0.319995187,0.11787751,0.276356858,0.48265126,0.520083604,1.190612401,0.955912387,0.003714435,0.812957797,0.298963334,0.495945558,1.408074886,1.319205901,0.943927075,1.052270059,0.037470067,1,0.324660563,0.72822449,1.456158922,1.432610844,0.924555049,0.937449045,0.059977216,0.443979408,0.169626873,0.230735202,0.762509129,0.748498424,0.939667383,1.019469835,0.012443411,2,0,1,0,0,0,0
0.752974437,0.214608017,0.163041777,1.265521329,1.234449363,0.908556231,0.972335945,0.023991481,0.832136956,0.316953578,0.580368154,1.901370878,1.823126986,1.029609259,0.95681446,0.037174789,1,0.30159155,1,1.653537776,1.734741726,1.003488666,1.021393205,0.042917395,0.199394428,0.081872507,0.196373271,0.510368029,0.470923556,1.168636545,1.146149455,0.001984306,0.345559569,0.132773852,0.304033538,0.814973244,0.76372308,1.044964293,1.069592195,0.006250495,0.306615607,0.120541483,0.204587965,0.682179527,0.693349674,1.086431697,1.009282741,0.005467918,0.311660356,0.076943774,0.161153756,0.401893237,0.44258269,0.848045277,0.898748385,0.003690951,0.689929355,0.145530964,0.341562073,0.770155981,0.837102926,0.910268032,0.925683615,0.014438554,3,0,0,1,0,0,0
0.166149498,0.053443163,0.090439322,0.262725277,0.272368669,1.076107347,1.00596444,0.001307274,0.471783387,0.165423235,0.307128898,0.822838613,0.843056371,1.012616425,1.048595671,0.008331864,0.614044431,0.203313503,0.232104947,0.965693026,1.036173019,1.017924948,0.949617949,0.014488043,0.817204947,0.289202504,0.386925832,1.445478615,1.473937073,0.964760472,1.006317022,0.033486096,0.897100418,0.394783372,0.413725613,2.115040453,2.012054795,1.055983237,1.054318809,0.047459431,0.925492257,0.308136603,1,1.65218264,1.5704409,0.875227478,1.037857378,0.044675807,0.263505812,0.08414747,0.252110305,0.391330908,0.428858294,0.98748949,0.924092843,0.003324851,0.238807277,0.071247296,0.12339432,0.344710467,0.363110879,1.009890602,0.973235887,0.002322347,4,0,0,0,1,0,0
1,0.30318397,1,1.711064559,1.584196397,0.836684199,0.987593619,0.061014686,0.694359888,0.183941443,0.341964736,0.829954033,0.961077089,0.951689168,0.970201891,0.020182209,0.777341518,0.245701847,0.385179935,1.233655533,1.283863694,0.970606752,0.96175,0.033073778,0.761403626,0.246370065,0.274331057,1.330383752,1.287373154,0.977742238,0.979769477,0.032314583,0.829327774,0.294214198,0.301836168,1.657211466,1.537373356,0.997449994,1.084252598,0.039209783,0.204108874,0.087202167,0.125539507,0.468378251,0.455623625,1.227746986,1.064156999,0.002409653,0.13999802,0.039048065,0.043749851,0.186438032,0.204023226,1.202083861,0.949096902,0.000486852,0.458908611,0.131375739,0.423217738,0.582914373,0.686469461,0.835996803,1.003178515,0.012264105,5,0,0,0,0,1,0
0.747449688,0.250691156,0.515746378,1.269703272,1.235793267,0.949252504,1.081913916,0.024868787,0.551541349,0.213456432,0.241043997,1.148831935,1.052172162,1.061183872,1.079317885,0.01428392,0.198970501,0.085324311,0.098659535,0.424492979,0.420569969,1.14643234,0.996810723,0.001488241,0.220311062,0.081666223,0.194357232,0.403326559,0.402508721,1.025108855,1.012662788,0.001712811,0.53962517,0.249017423,0.412447988,1.319349002,1.227395375,1.088068288,0.982498755,0.016491326,0.962468485,0.338722556,0.610624922,1.599904074,1.669577123,0.962627082,1.048811911,0.036757114,0.562781913,0.165596506,0.562486545,0.738427545,0.81630696,0.883670175,0.914354494,0.01295567,1,0.238495204,1,1.095964634,1.175676422,0.883656885,0.883629526,0.031459056,6,0,0,0,0,0,1
0.030707914,0.013604449,0.05674375,0.48854604,0.470634669,1.139404019,0.986348887,2.39E-05,0.116389963,0.059195774,0.636251069,2.188274943,2.047896317,1.142121916,0.963133994,0.000472439,0.141865489,0.055296899,1,1.927511554,1.913005027,0.93149342,0.960389559,0.000679076,0.055018985,0.023171924,0.338373212,0.79174999,0.801432666,0.991114244,1.132186823,9.63E-05,0.17092271,0.025814227,0.12322805,0.635324303,0.892344053,0.563055306,0.845615641,0.000672733,0.065978926,0.022095658,0.25192576,0.821041429,0.764078699,0.971053931,1.065981501,7.82E-05,0.035948796,0.016346433,0.103277744,0.59112514,0.565429871,1.103551242,0.992771844,3.44E-05,0.034276846,0.015758783,0.094157343,0.556426601,0.545178699,1.158205923,1.053571751,3.39E-05,1,1,0,0,0,0,0
0.658331401,0.23071611,0.377826774,1.42761704,1.277372454,0.884005877,1.06222659,0.035103375,1,0.30782376,1,1.731951748,1.704234576,1.092454975,0.989146561,0.04942586,0.845641057,0.250904622,0.696592047,1.060770932,1.389068904,1.002191127,0.92748063,0.036954006,0.217477228,0.077786907,0.145462614,0.410741703,0.43066046,1.130882324,1.084074593,0.002555747,0.502086731,0.150621383,0.14736617,0.867131051,0.833927133,0.978084863,1.002940842,0.012674303,0.546025815,0.158858485,0.250791564,0.917458413,0.879494351,0.988034848,0.985830132,0.012444151,0.274452122,0.098633905,0.127194592,0.62539812,0.546086616,1.055663389,1.00379963,0.004702557,0.512574323,0.169628175,0.325606115,0.958930992,0.939155506,0.868682597,0.944501023,0.02005089,2,0,1,0,0,0,0
0.301847547,0.063757005,0.131559565,0.370326519,0.402054435,0.844808456,0.904194736,0.002929829,0.399630633,0.144749495,0.229641368,0.817376387,0.912750502,1.163603738,0.983972166,0.005664095,0.518284448,0.19908514,0.248476824,1.184521869,1.255379784,1.154111749,1.014789722,0.00941171,0.571237621,0.224301368,0.3854521,1.538691356,1.414472058,0.977316756,1.07815487,0.02215458,1,0.310465041,1,2.063472718,1.957864801,0.942951168,1.028893516,0.049275077,0.874324106,0.210961123,0.488408368,1.330833724,1.330354267,0.894791271,1.023189553,0.028329181,0.15835592,0.066561085,0.110158937,0.444905714,0.419729649,1.046596066,0.980850921,0.001699354,0.13814738,0.048747022,0.055897324,0.249871713,0.307394503,0.975820796,0.985954515,0.000955412,3,0,0,1,0,0,0
0.723014232,0.239260162,0.321983272,1.237116168,1.173938226,0.827357092,0.99713019,0.036715109,0.615197804,0.201667929,0.685032092,0.922062926,0.989368643,1.102937904,1.023480816,0.010980835,0.896403719,0.299080512,1,1.40212889,1.467317052,1.072771861,0.959482029,0.028869594,0.764550187,0.299337121,0.733062381,1.514735003,1.468685528,0.977825268,1.030117389,0.032747762,0.88700501,0.324725584,0.350766864,1.609911351,1.593231354,1.103778075,1.049911154,0.03846806,0.338704535,0.117839553,0.129716616,0.617527126,0.57814847,1.019302168,0.981741257,0.005204809,0.170502972,0.058178399,0.146977956,0.276906842,0.285440328,0.954692758,1.003209486,0.001443391,0.330916521,0.090468984,0.181502487,0.419611693,0.443870399,0.941334875,0.954927678,0.004102855,4,0,0,0,1,0,0
0.631373562,0.245023524,0.247732737,1.150780925,1.085215657,0.883290231,0.977215151,0.032098139,0.739490977,0.257627292,0.334010205,1.17104783,1.141004232,1.127235466,1.031094402,0.018792524,0.509403163,0.167355361,0.199069818,0.649638374,0.741195309,1.141612501,1.044955689,0.008879197,0.272969364,0.097662965,0.075315564,0.381036188,0.432486184,1.126734894,1.096893758,0.003273135,0.673284763,0.239280204,0.331797913,1.114354774,1.059689522,0.973383037,0.976273751,0.026607365,1,0.368047921,1,1.699674548,1.630008067,0.969869413,0.928035734,0.065998152,0.534957376,0.18066539,0.514796043,0.732270532,0.80011678,0.86495061,1.098586218,0.018965112,0.968651692,0.250677191,0.467128342,1.10119683,1.11028425,0.912923847,0.846945297,0.043187221,5,0,0,0,0,1,0
0.631373562,0.245023524,0.247732737,1.150780925,1.085215657,0.883290231,0.977215151,0.032098139,0.739490977,0.257627292,0.334010205,1.17104783,1.141004232,1.127235466,1.031094402,0.018792524,0.509403163,0.167355361,0.199069818,0.649638374,0.741195309,1.141612501,1.044955689,0.008879197,0.272969364,0.097662965,0.075315564,0.381036188,0.432486184,1.126734894,1.096893758,0.003273135,0.673284763,0.239280204,0.331797913,1.114354774,1.059689522,0.973383037,0.976273751,0.026607365,1,0.368047921,1,1.699674548,1.630008067,0.969869413,0.928035734,0.065998152,0.534957376,0.18066539,0.514796043,0.732270532,0.80011678,0.86495061,1.098586218,0.018965112,0.968651692,0.250677191,0.467128342,1.10119683,1.11028425,0.912923847,0.846945297,0.043187221,6,0,0,0,0,0,1
0.032394484,0.016127895,0.047664931,0.42186329,0.385538169,1.262114057,1.011934613,3.83E-05,0.141067857,0.063689888,0.195720566,1.683340999,1.522464293,1.103516819,1.032843895,0.000714724,0.287107746,0.105932688,1,2.674871109,2.531766543,1.088076013,1.091086278,0.003078828,0.170421778,0.046863665,0.304089028,1.125088082,1.119859158,0.822747711,1.191994104,0.000947449,0.162079114,0.026436798,0.147497389,0.511337748,0.631713849,0.792927008,0.946544211,0.000709489,0.199580511,0.038429793,0.134404143,0.65840125,0.918123029,0.796066648,0.898425432,0.001913799,0.062311589,0.01915122,0.060558717,0.433384333,0.457694893,0.905474513,0.829172148,0.00018193,0.037439658,0.018109108,0.065423003,0.49171319,0.432840067,1.229077231,0.997999319,5.01E-05,1,1,0,0,0,0,0
0.149838358,0.031071131,0.045118269,0.223186659,0.264465858,1.023512498,1.149073884,0.000494689,0.316839938,0.102595198,0.152743298,0.817201718,0.873177766,1.126771247,0.914774337,0.002862122,0.506989915,0.151522597,0.229760273,1.305750788,1.289693711,0.929733798,1.044400091,0.009635989,0.28620064,0.107117196,0.27781833,0.973499813,0.911764037,0.9465602,1.0433426,0.004457408,0.260455397,0.101961071,0.196166847,0.787564027,0.867894042,1.223429082,1.022766288,0.002173151,1,0.305456731,1,2.777236415,2.600176968,0.844105957,0.88132962,0.047869298,0.305200097,0.084582553,0.146779927,0.679996413,0.71999239,0.88594343,0.9899426,0.003828339,0.195836527,0.055548388,0.053471752,0.435564168,0.472835228,1.019943788,0.95437058,0.001182432,2,0,1,0,0,0,0
1,0.290704128,1,1.647446911,1.854026707,0.750599641,1.106752627,0.086928473,1,0.202060095,0.425301566,1.044288322,1.288629131,0.909414033,0.991167129,0.031631385,0.196540317,0.080561541,0.088959385,0.624890102,0.513741192,1.25038434,0.915095759,0.001714364,0.115159535,0.039847609,0.0415413,0.297666077,0.254117691,1.190657135,0.884416386,0.000426376,0.159002255,0.065183307,0.05016335,0.534178087,0.41560653,1.466352247,1.040710447,0.00063375,0.295461707,0.094743131,0.092349908,0.632100259,0.604200049,0.898849462,1.136970611,0.004826595,0.863325524,0.221487255,0.541586694,1.69047728,1.41256985,0.762782073,0.961976355,0.048928049,0.944791697,0.259827987,0.665435192,1.528952961,1.657108849,0.770961071,0.962910686,0.066693505,3,0,0,1,0,0,0
0.144715067,0.04163538,0.099829047,0.283477057,0.31176223,1.045632333,0.993187188,0.000829291,0.608031394,0.156125749,0.339796489,1.084747541,1.169077958,1.078662195,1.01564332,0.010443089,0.684811295,0.191286376,0.298006536,1.290220508,1.432385858,0.976136827,1.025853267,0.023308736,0.980706304,0.249854663,1,2.28039908,1.871027945,0.946124883,1.05677142,0.047078584,0.645081322,0.208603574,0.421411852,1.56904347,1.562108542,1.038304091,1.031720491,0.023345849,0.519407519,0.117910973,0.22471887,0.817185644,0.882954451,0.945857022,0.913485029,0.00849221,0.218820618,0.052230654,0.111468909,0.358926103,0.391118806,0.942928725,0.941417642,0.001705741,0.170848955,0.050689086,0.100999848,0.316000596,0.379564208,1.026353924,1.021921643,0.001267819,4,0,0,0,1,0,0
0.69839377,0.153001074,0.22722842,1.270691901,1.35079043,0.736247197,0.935953418,0.025038025,0.540997986,0.119365984,0.523840747,1.068178151,1.053755018,1.045549901,0.950397444,0.005767383,1,0.152224767,1,1.248301604,1.34391744,0.846413081,0.843567796,0.022634731,0.609896877,0.215597643,0.372842601,2.093104581,1.903424491,0.905885714,1.082235822,0.025925982,0.331540272,0.123223017,0.188641294,1.095679643,1.087799204,1.222823317,0.997211119,0.003560518,0.228424658,0.065572265,0.139244718,0.544073555,0.578839693,1.066178959,1.031724641,0.001599044,0.082255161,0.027975807,0.070349087,0.249794583,0.246950038,1.058140898,1.082249842,0.000231738,0.168909414,0.049220621,0.096857958,0.430175981,0.434523686,1.118760932,1.076659918,0.001052419,5,0,0,0,0,1,0
0.227871293,0.093569148,0.171516033,0.571792361,0.556270874,0.886694931,1.118779768,0.003357196,0.267178928,0.106594076,0.191975541,0.59975419,0.633670342,1.18063495,0.994312746,0.002161771,0.265567576,0.094370729,0.173230432,0.526030884,0.560995571,1.141290392,1.07206097,0.001823922,0.31055772,0.141297593,0.126521581,0.873580434,0.840010857,1.065959858,1.028556891,0.004613877,0.647873493,0.233686813,0.347411341,1.412293235,1.389220119,1.039762685,0.969321824,0.014078661,0.517009505,0.167236896,0.327824827,0.987110442,0.994200299,1.004077909,0.915850026,0.008463445,1,0.282423994,1,1.709119718,1.679063516,0.819527756,0.937224161,0.039481289,1,0.226498528,0.469401751,1.320318736,1.346568421,0.86205152,0.963893614,0.027602766,6,0,0,0,0,0,1
0.042168304,0.020440554,0.15437326,0.39426286,0.394833358,0.939957822,1.006885098,6.89E-05,0.202371436,0.076224935,1,1.459476802,1.472282024,0.907606983,0.966055943,0.001100198,0.241989536,0.090208731,0.972990449,1.625634027,1.742212456,1.014361552,0.924728307,0.00137961,0.114194399,0.047820164,0.473711784,0.945297222,0.923610922,1.004017028,0.966058557,0.000390946,0.186377072,0.088567018,0.492847802,1.727392466,1.710696509,0.961482493,0.985877755,0.001227652,0.118125115,0.051413422,0.2690224,1.029681341,0.993291687,1.037413021,1.071868734,0.000382418,0.040285022,0.017646101,0.13626715,0.342578455,0.34089264,1.050668829,1.072829709,3.69E-05,0.038274126,0.021853901,0.141981874,0.475676826,0.422180404,1.084492273,1.005695897,5.89E-05,1,1,0,0,0,0,0
0.765037621,0.211964788,1,1.367429818,1.757383712,0.65033037,1.040598372,0.043171281,0.490131352,0.144366173,0.374683401,1.265342128,1.196847142,0.966926787,1.035450395,0.006946727,0.207727085,0.057721901,0.05385838,0.519893926,0.47851198,0.978223068,0.869684283,0.001194113,0.14170996,0.040156086,0.03876759,0.391749303,0.332906373,1.05867427,0.951257332,0.000432531,0.169239604,0.083002805,0.086752551,0.882665343,0.688092332,1.756033723,1.059658566,0.000665993,0.290399557,0.082056994,0.115237208,0.723505293,0.680253838,1.046288413,1.009797386,0.00236768,0.69675972,0.160894661,0.501128468,0.939828549,1.333957532,0.784307155,1.010028778,0.026239101,0.618395644,0.184786839,0.681763437,1.90958564,1.532047091,0.759216214,1.023524888,0.028592154,2,0,1,0,0,0,0
0.120939466,0.043502084,0.093062251,0.323544002,0.303395505,1.081761624,1.02906875,0.000703425,0.401264451,0.15805643,0.346160452,1.100476126,1.102311877,1.182161681,1.033798141,0.008341395,0.653025471,0.198005019,0.533163683,1.252180322,1.380936138,1.120893842,0.86068574,0.02035061,0.877212112,0.276269441,1,2.164842306,1.926853546,0.843363981,0.968099759,0.055215989,0.790204557,0.234403332,0.435162212,1.579739491,1.634838755,0.941560359,0.998984506,0.030232164,0.435666617,0.126654203,0.209875241,0.893216569,0.883334928,0.970482603,0.977599835,0.008200702,0.187875287,0.055802903,0.120417867,0.322201394,0.38920364,0.934866197,1.111665521,0.001866556,0.178828105,0.054359492,0.128808029,0.36379979,0.379125611,0.924909714,1.020097747,0.001652458,3,0,0,1,0,0,0
0.351033316,0.110728142,0.204054026,0.800433363,0.897466026,0.781409439,0.904021035,0.008533508,0.41532097,0.149668213,0.120655907,1.222601352,1.213017649,1.127705876,0.982364618,0.005377789,0.621407568,0.167114185,0.35120264,1.301850811,1.354449037,0.950898341,1.030743274,0.01053592,1,0.243656401,1,2.126336658,1.974890314,0.820036873,0.947382404,0.03576586,0.39803213,0.139314243,0.270520678,1.206026396,1.129100513,1.19993883,1.052211834,0.003990227,0.23174189,0.079781138,0.070268537,0.570387996,0.646590495,1.034657663,1.051569612,0.002431686,0.088150601,0.028850952,0.03861117,0.229312031,0.233825939,1.158198288,1.010982478,0.000192355,0.166761637,0.0679404,0.151661624,0.543051393,0.550660026,0.927154691,1.020724744,0.002136468,4,0,0,0,1,0,0
0.162984623,0.056359525,0.028404032,0.325006584,0.340201206,1.071446736,0.935594342,0.001019633,0.325041897,0.121013612,0.089514049,0.650090999,0.730502126,1.033853242,0.97690409,0.004121851,0.222468111,0.089947821,0.09715718,0.494291495,0.542925178,1.089126948,1.00975962,0.001984294,0.369162521,0.143741271,0.232246004,0.918329747,0.867708417,1.038193572,1.10678016,0.006254176,1,0.305685913,1,1.819432292,1.845259197,0.923277698,0.988873046,0.037862118,0.507896029,0.197915512,0.322341955,1.110363797,1.194714487,0.93156157,0.962660734,0.011237061,0.719239243,0.239051226,0.451141074,1.553594175,1.44302799,0.891257591,1.031019056,0.024919473,0.438804621,0.171574337,0.099106124,1.12889091,1.035661399,1.021282644,0.988408952,0.010778564,5,0,0,0,0,1,0
0.162984623,0.056359525,0.028404032,0.325006584,0.340201206,1.071446736,0.935594342,0.001019633,0.325041897,0.121013612,0.089514049,0.650090999,0.730502126,1.033853242,0.97690409,0.004121851,0.222468111,0.089947821,0.09715718,0.494291495,0.542925178,1.089126948,1.00975962,0.001984294,0.369162521,0.143741271,0.232246004,0.918329747,0.867708417,1.038193572,1.10678016,0.006254176,1,0.305685913,1,1.819432292,1.845259197,0.923277698,0.988873046,0.037862118,0.507896029,0.197915512,0.322341955,1.110363797,1.194714487,0.93156157,0.962660734,0.011237061,0.719239243,0.239051226,0.451141074,1.553594175,1.44302799,0.891257591,1.031019056,0.024919473,0.438804621,0.171574337,0.099106124,1.12889091,1.035661399,1.021282644,0.988408952,0.010778564,6,0,0,0,0,0,1
